time,gaze_x,gaze_y,key,mouse_dx,mouse_dy,mouse_key
2019-11-05 14:36:30.256091052,,,{},0.0,0.0,{}
2019-11-05 14:36:30.263233909,,,{},0.0,0.0,{}
2019-11-05 14:36:30.270376766,,,{},0.0,0.0,{}
2019-11-05 14:36:30.277519623,,,{},0.0,0.0,{}
2019-11-05 14:36:30.284662480,,,{},0.0,0.0,{}
2019-11-05 14:36:30.291805337,,,{},0.0,0.0,{}
2019-11-05 14:36:30.298948194,,,{},0.0,0.0,{}
2019-11-05 14:36:30.306091051,,,{},0.0,0.0,{}
2019-11-05 14:36:30.313233908,,,{},0.0,0.0,{}
2019-11-05 14:36:30.320376765,,,{},0.0,0.0,{}
2019-11-05 14:36:30.327519622,,,{},0.0,0.0,{}
2019-11-05 14:36:30.334662479,,,{},0.0,0.0,{}
2019-11-05 14:36:30.341805336,,,{},0.0,0.0,{}
2019-11-05 14:36:30.348948193,,,{},0.0,0.0,{}
2019-11-05 14:36:30.356091050,,,{},0.0,0.0,{}
2019-11-05 14:36:30.363233907,,,{},0.0,0.0,{}
2019-11-05 14:36:30.370376764,,,{},0.0,0.0,{}
2019-11-05 14:36:30.377519621,,,{},0.0,0.0,{}
2019-11-05 14:36:30.384662478,,,{},0.0,0.0,{}
2019-11-05 14:36:30.391805335,,,{},0.0,0.0,{}
2019-11-05 14:36:30.398948192,,,{},0.0,0.0,{}
2019-11-05 14:36:30.406091049,,,{},0.0,0.0,{}
2019-11-05 14:36:30.413233906,,,{},0.0,0.0,{}
2019-11-05 14:36:30.420376763,,,{},0.0,0.0,{}
2019-11-05 14:36:30.427519620,,,{},0.0,0.0,{}
2019-11-05 14:36:30.434662477,,,{},0.0,0.0,{}
2019-11-05 14:36:30.441805334,,,{},0.0,0.0,{}
2019-11-05 14:36:30.448948191,,,{},0.0,0.0,{}
2019-11-05 14:36:30.456091048,,,{},0.0,0.0,{}
2019-11-05 14:36:30.463233905,,,{},0.0,0.0,{}
2019-11-05 14:36:30.470376762,,,{},0.0,0.0,{}
2019-11-05 14:36:30.477519619,,,{},0.0,0.0,{}
2019-11-05 14:36:30.484662476,,,{},0.0,0.0,{}
2019-11-05 14:36:30.491805333,,,{},0.0,0.0,{}
2019-11-05 14:36:30.498948190,,,{},0.0,0.0,{}
2019-11-05 14:36:30.506091047,,,{},0.0,-3.5,{}
2019-11-05 14:36:30.513233904,,,{},0.0,-6.0,{}
2019-11-05 14:36:30.520376761,,,{},0.0,-5.0,{}
2019-11-05 14:36:30.527519618,,,{},0.0,-6.5,{}
2019-11-05 14:36:30.534662475,,,{},0.0,-3.5,{}
2019-11-05 14:36:30.541805332,,,{},1.0,-2.0,{}
2019-11-05 14:36:30.548948189,,,{},0.0,-0.5,{}
2019-11-05 14:36:30.556091046,,,{},0.0,0.0,{}
2019-11-05 14:36:30.563233903,,,{},0.0,0.0,{}
2019-11-05 14:36:30.570376760,,,{},0.0,0.0,{}
2019-11-05 14:36:30.577519617,,,{},0.0,0.0,{}
2019-11-05 14:36:30.584662474,,,{},0.0,0.0,{}
2019-11-05 14:36:30.591805331,,,{},0.0,0.0,{}
2019-11-05 14:36:30.598948188,234.937244389681,790.4353497659121,{},0.0,0.0,{}
2019-11-05 14:36:30.606091045,217.31040596161898,791.349739010252,{},0.0,0.0,{}
2019-11-05 14:36:30.613233902,,,{},0.0,0.0,{}
2019-11-05 14:36:30.620376759,227.461824535615,795.2605205600979,{},0.0,0.0,{}
2019-11-05 14:36:30.627519616,250.94086226433498,813.15755051873,{},0.0,0.0,{}
2019-11-05 14:36:30.634662473,,,{},0.5,0.0,{}
2019-11-05 14:36:30.641805330,247.71757287654,807.2179615272299,{},0.0,0.0,{}
2019-11-05 14:36:30.648948187,,,{},0.0,0.0,{}
2019-11-05 14:36:30.656091044,244.757732362291,785.964306449066,{},0.5,0.5,{}
2019-11-05 14:36:30.663233901,276.90470330536897,748.58948591096,{},1.5,1.5,{}
2019-11-05 14:36:30.670376758,,,{},1.0,1.0,{}
2019-11-05 14:36:30.677519615,458.583984358066,629.3431295630841,{},2.0,1.5,{}
2019-11-05 14:36:30.684662472,415.34504923759204,651.470438060796,{},3.0,2.0,{}
2019-11-05 14:36:30.691805329,,,{},5.0,2.0,{}
2019-11-05 14:36:30.698948186,682.837313377901,496.892199334381,{},4.5,2.5,{}
2019-11-05 14:36:30.706091043,702.764900135295,485.41482667227797,{},4.5,2.5,{}
2019-11-05 14:36:30.713233900,,,{},7.0,6.5,{}
2019-11-05 14:36:30.720376757,712.1291505379139,480.052061455793,{},7.0,7.0,{}
2019-11-05 14:36:30.727519614,,,{},2.0,4.0,{}
2019-11-05 14:36:30.734662471,722.6023808607739,474.71735661109705,{},1.0,6.0,{}
2019-11-05 14:36:30.741805328,731.936121146715,470.79337005158897,{},-1.0,3.5,{}
2019-11-05 14:36:30.748948185,,,{},-5.0,4.0,{}
2019-11-05 14:36:30.756091042,721.8528755228019,479.716986288123,{},-3.0,3.0,{}
2019-11-05 14:36:30.763233899,768.6356590420329,472.873102726623,{},-4.5,3.5,{}
2019-11-05 14:36:30.770376756,,,{},-3.5,3.5,{}
2019-11-05 14:36:30.777519613,806.9479866380251,461.914465966586,{},-2.0,4.0,{}
2019-11-05 14:36:30.784662470,809.3912452418941,469.07775085069903,{},0.0,2.0,{}
2019-11-05 14:36:30.791805327,,,{},0.0,1.5,{}
2019-11-05 14:36:30.798948184,815.473049589482,475.723570459714,{},0.0,0.5,{}
2019-11-05 14:36:30.806091041,816.4208677160941,485.34766349270205,{},0.0,0.0,{}
2019-11-05 14:36:30.813233898,,,{},0.0,0.0,{}
2019-11-05 14:36:30.820376755,816.4001878104131,487.973153990893,{},0.0,0.0,{}
2019-11-05 14:36:30.827519612,,,{},0.0,0.0,{}
2019-11-05 14:36:30.834662469,816.333865671512,493.700405974038,{},0.0,0.0,{}
2019-11-05 14:36:30.841805326,819.9298903556889,508.1899087944,{},0.0,0.0,{}
2019-11-05 14:36:30.848948183,,,{},0.0,0.0,{}
2019-11-05 14:36:30.856091040,820.3731313910499,510.09580112614503,{},0.0,0.0,{}
2019-11-05 14:36:30.863233897,822.7561789685229,520.5158426328579,{},0.0,0.0,{}
2019-11-05 14:36:30.870376754,,,{},0.0,0.0,{}
2019-11-05 14:36:30.877519611,823.1207136163921,522.070311988178,{},0.0,0.0,{}
2019-11-05 14:36:30.884662468,823.068496051052,528.213473399076,{},0.0,0.0,{}
2019-11-05 14:36:30.891805325,,,{},0.0,0.0,{}
2019-11-05 14:36:30.898948182,821.322836461285,528.1727833397081,{},0.0,0.0,{}
2019-11-05 14:36:30.906091039,822.4478022212289,528.785032414263,{},0.0,0.0,{}
2019-11-05 14:36:30.913233896,,,{},0.0,0.0,{}
2019-11-05 14:36:30.920376753,646.060330037671,643.8701158675141,{},0.0,0.0,{}
2019-11-05 14:36:30.927519610,492.405094593177,742.4847386876089,{},0.0,0.0,{}
2019-11-05 14:36:30.934662467,,,{},0.0,0.0,{}
2019-11-05 14:36:30.941805324,431.54211016563994,771.669391509922,{},0.0,0.0,{}
2019-11-05 14:36:30.948948181,,,{},0.0,0.0,{}
2019-11-05 14:36:30.956091038,292.425774787926,847.178559741959,{},0.0,0.0,{}
2019-11-05 14:36:30.963233895,282.911919330518,852.880334970551,{},-0.5,-0.5,{}
2019-11-05 14:36:30.970376752,,,{'A'},0.0,0.0,{}
2019-11-05 14:36:30.977519609,275.44884779688203,857.2703328837081,{'A'},0.0,0.0,{}
2019-11-05 14:36:30.984662466,261.499724464113,864.7746792091499,"{'A','A'}",0.0,0.0,{}
2019-11-05 14:36:30.991805323,,,"{'A','A'}",0.0,0.0,{}
2019-11-05 14:36:30.998948180,218.174001427146,886.5839174142191,"{'A','A'}",0.0,0.0,{}
2019-11-05 14:36:31.006091037,193.995034532603,899.065946521539,"{'A','A'}",0.0,0.0,{}
2019-11-05 14:36:31.013233894,,,{'A'},0.0,0.0,{}
2019-11-05 14:36:31.020376751,191.26251813862498,900.90286168179,"{'A','A'}",0.0,0.0,{}
2019-11-05 14:36:31.027519608,,,"{'A','A'}",0.0,0.0,{}
2019-11-05 14:36:31.034662465,186.125654684006,916.294225794644,"{'A','A'}",0.0,0.0,{}
2019-11-05 14:36:31.041805322,188.20811315076,916.510223312573,{'A'},0.0,0.0,{}
2019-11-05 14:36:31.048948179,,,"{'A','A'}",0.0,0.0,{}
2019-11-05 14:36:31.056091036,185.064517520747,913.265723651409,"{'A','A'}",0.0,0.0,{}
2019-11-05 14:36:31.063233893,188.884617757972,912.004383502521,"{'A','A'}",0.0,0.0,{}
2019-11-05 14:36:31.070376750,,,"{'A','A'}",0.0,0.0,{}
2019-11-05 14:36:31.077519607,194.402604961184,911.875899478201,{'A'},0.0,0.0,{}
2019-11-05 14:36:31.084662464,201.886878510532,912.619896700525,"{'A','A'}",0.0,0.0,{}
2019-11-05 14:36:31.091805321,,,"{'A','A'}",0.0,0.0,{}
2019-11-05 14:36:31.098948178,208.365460034996,911.858615875014,"{'A','A'}",0.0,0.0,{}
