time,gaze_x,gaze_y,key,mouse_dx,mouse_dy,mouse_key
2019-11-05 14:47:48.827506052,,,{},0.0,0.0,{}
2019-11-05 14:47:48.834648909,,,{},0.0,0.0,{}
2019-11-05 14:47:48.841791766,,,{},0.0,0.0,{}
2019-11-05 14:47:48.848934623,,,{},0.0,0.0,{}
2019-11-05 14:47:48.856077480,,,{},0.0,0.0,{}
2019-11-05 14:47:48.863220337,605.2004872476081,1025.17957330556,{},0.0,0.0,{}
2019-11-05 14:47:48.870363194,,,{},0.0,0.0,{}
2019-11-05 14:47:48.877506051,589.680544449979,1034.94175029532,{},-1.0,-0.5,{}
2019-11-05 14:47:48.884648908,589.680544449979,1034.94175029532,{},-6.0,-4.0,{}
2019-11-05 14:47:48.891791765,,,{},-4.5,-2.0,{}
2019-11-05 14:47:48.898934622,,,{},-3.0,-1.5,{}
2019-11-05 14:47:48.906077479,,,{},-1.0,-1.0,{}
2019-11-05 14:47:48.913220336,,,{},0.0,-1.0,{}
2019-11-05 14:47:48.920363193,619.988400213834,990.9516371032009,{},0.0,-0.5,{}
2019-11-05 14:47:48.927506050,,,{},0.0,0.0,{}
2019-11-05 14:47:48.934648907,791.368896526511,742.075358840888,{},0.5,0.0,{}
2019-11-05 14:47:48.941791764,808.444669224229,717.278566451054,{},1.0,-0.5,{}
2019-11-05 14:47:48.948934621,,,{},0.5,0.0,{}
2019-11-05 14:47:48.956077478,821.1184069693851,702.268260317175,{},1.0,0.0,{}
2019-11-05 14:47:48.963220335,835.539057134147,688.446435774648,{},0.5,0.0,{}
2019-11-05 14:47:48.970363192,,,{},0.0,0.0,{}
2019-11-05 14:47:48.977506049,840.2791280438679,682.495756370551,{},0.0,0.0,{}
2019-11-05 14:47:48.984648906,849.2232722339099,680.000008549622,{},0.0,0.0,{}
2019-11-05 14:47:48.991791763,,,{},0.0,0.0,{}
2019-11-05 14:47:48.998934620,849.687086102193,679.610478743858,{},0.0,0.0,{}
2019-11-05 14:47:49.006077477,849.921649687613,679.7741334898391,{},0.0,0.0,{}
2019-11-05 14:47:49.013220334,,,{},0.0,0.0,{}
2019-11-05 14:47:49.020363191,850.933387702527,678.792392123087,{},0.0,0.0,{}
2019-11-05 14:47:49.027506048,,,{},0.0,0.0,{}
2019-11-05 14:47:49.034648905,853.272201716514,676.8166869868489,{},0.0,0.0,{}
2019-11-05 14:47:49.041791762,855.0641524526931,675.50166376972,{},0.0,0.0,{}
2019-11-05 14:47:49.048934619,,,{},0.0,0.0,{}
2019-11-05 14:47:49.056077476,868.124945489785,669.9450030331491,{},0.0,0.0,{}
